isbn_a,isbn_b,title_a,title_b,category_a,category_b,cross_category,reciprocal,rank_score,hub_correction,weight,recommendation_validation
9791169850445,9791192300245,남에게 보여주려고 인생을 낭비하지 마라 :쇼펜하우어 소품집,마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche,철학,철학,False,False,0.4,0.737,0.2947,0
9791192300818,9791193506202,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,아이는 무엇으로 자라는가 :세계적 가족 심리학자 버지니아 사티어의 15가지 양육 법칙,철학,기술과학,True,False,0.9,0.321,0.2892,1
9791192300818,9791192625553,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 :쇼펜하우어 아포리즘,철학,철학,False,False,0.9,0.321,0.2892,2
9791168473690,9791192300818,세이노의 가르침 :피보다 진하게 살아라,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,사회과학,철학,True,True,1.2,0.239,0.2864,1
9791188331796,9791198517425,돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것,불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기,사회과학,사회과학,False,False,0.6,0.474,0.2842,1
9788901260716,9791162540640,역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집,아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가,사회과학,철학,True,False,0.7,0.405,0.2833,1
9791189686826,9791192389325,나는 어떻게 삶의 해답을 찾는가 :고명환의 독서 내공,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,총류,사회과학,True,False,0.8,0.351,0.281,1
9791161571188,9791165341909,불편한 편의점 :김호연 장편소설,달러구트 꿈 백화점 :주문하신 꿈은 매진입니다,문학,문학,False,True,1.8,0.155,0.2794,2
9788936438838,9791161571188,아버지의 해방일지 :정지아 장편소설,불편한 편의점 :김호연 장편소설,문학,문학,False,True,1.8,0.155,0.2794,1
9791190538510,9791191891287,만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,철학,문학,True,False,0.6,0.448,0.269,1
9791168411685,9791168415171,흔한남매,슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식,문학,자연과학,True,False,0.6,0.448,0.269,0
9788954681179,9791130689890,밝은 밤 :최은영 장편소설,내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong,문학,종교,True,False,0.4,0.668,0.2672,0
9788934965404,9791193506202,국어 잘하는 아이가 이깁니다 :'갓민애' 교수의 초등 국어 달인 만들기,아이는 무엇으로 자라는가 :세계적 가족 심리학자 버지니아 사티어의 15가지 양육 법칙,사회과학,기술과학,True,False,0.4,0.668,0.2672,1
9788954681179,9788968331862,밝은 밤 :최은영 장편소설,방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술,문학,예술,True,False,0.4,0.668,0.2672,0
9791168473690,9791192389325,세이노의 가르침 :피보다 진하게 살아라,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,사회과학,사회과학,False,True,1.1,0.239,0.2625,1
9788997575169,9791188331796,원씽 :복잡한 세상을 이기는 단순함의 힘,돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것,사회과학,사회과학,False,False,0.6,0.426,0.2553,0
9788998441012,9791130646381,모순 :양귀자 장편소설,이처럼 사소한 것들 :클레어 키건 소설,문학,문학,False,False,0.6,0.426,0.2553,0
9788954682152,9791192836188,작별하지 않는다 :한강 장편소설,문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가?,문학,자연과학,True,False,0.9,0.282,0.2541,1
9788936433598,9788954682152,채식주의자:한강 연작소설,작별하지 않는다 :한강 장편소설,문학,문학,False,False,0.9,0.282,0.2541,1
9791189327156,9791190313186,"물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",지적 대화를 위한 넓고 얕은 지식 :한 권으로 현실 세계를 통달하는 지식 여행서,자연과학,총류,True,False,0.5,0.502,0.2509,1
9791140702589,9791158773120,당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게,(건강과 다이어트를 동시에 잡는) 채소·과일식 :단순하면서 자연스러운 가장 효과적인 식단,기술과학,기술과학,False,False,0.3,0.834,0.2502,0
9791169851053,9791198752406,어른의 행복은 조용하다,나는 다정한 관찰자가 되기로 했다 :불안에 휘둘리지 않는 단단한 태도에 관하여,문학,기술과학,True,False,0.3,0.834,0.2502,1
9791130648385,9791191859836,인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학,나는 읽고 쓰고 버린다 :손웅정의 말,예술,예술,False,False,0.3,0.834,0.2502,2
9788949161341,9791196316808,만복이네 떡집,공부머리 독서법 :실현 가능하고 지속 가능한 독서교육의 모든 것,문학,총류,True,False,0.3,0.834,0.2502,0
9788950983079,9791171171019,정재승의 인간 탐구 보고서,물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,기술과학,자연과학,True,False,0.3,0.834,0.2502,0
9791158510619,9791192389325,타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,사회과학,사회과학,False,True,0.7,0.351,0.2459,1
9788997575169,9791192389325,원씽 :복잡한 세상을 이기는 단순함의 힘,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,사회과학,사회과학,False,False,0.7,0.351,0.2459,1
9791192300245,9791198013026,마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche,(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,철학,사회과학,True,False,0.4,0.614,0.2458,0
9788936434120,9788998441012,소년이 온다 :한강 장편소설,모순 :양귀자 장편소설,문학,문학,False,False,0.6,0.405,0.2428,0
9788901260716,9788965965046,역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집,도파민네이션 :쾌락 과잉 시대에서 균형 찾기,사회과학,철학,True,False,0.6,0.405,0.2428,0
9788901260716,9791198013026,역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집,(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,사회과학,사회과학,False,True,0.6,0.405,0.2428,1
9788936434120,9788968331862,소년이 온다 :한강 장편소설,방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술,문학,예술,True,False,0.6,0.405,0.2428,0
9791161571188,9791191891287,불편한 편의점 :김호연 장편소설,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,문학,문학,False,True,1.5,0.155,0.2329,1
9791158510619,9791191056372,타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략,돈의 심리학 :당신은 왜 부자가 되지 못했는가,사회과학,사회과학,False,False,0.4,0.571,0.2283,0
9791190538510,9791197377143,만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42,"어서오세요, 휴남동 서점입니다 :황보름 장편소설",철학,문학,True,False,0.4,0.571,0.2283,0
9788954682152,9791130646381,작별하지 않는다 :한강 장편소설,이처럼 사소한 것들 :클레어 키건 소설,문학,문학,False,False,0.8,0.282,0.2259,1
9791168411685,9791192504230,흔한남매,백앤아 :교양이 층층 쌓이는 점프 맵,문학,총류,True,False,0.5,0.448,0.2242,0
9791168411685,9791171171019,흔한남매,물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,문학,자연과학,True,False,0.5,0.448,0.2242,1
9791191891287,9791197377143,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,"어서오세요, 휴남동 서점입니다 :황보름 장편소설",문학,문학,False,False,0.5,0.448,0.2242,1
9788936438838,9791191891287,아버지의 해방일지 :정지아 장편소설,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,문학,문학,False,True,1.2,0.185,0.2223,1
9788936438838,9788954682152,아버지의 해방일지 :정지아 장편소설,작별하지 않는다 :한강 장편소설,문학,문학,False,True,1.2,0.185,0.2223,1
9788936447694,9791168127531,고양이 해결사 깜냥,"최민준의 아들코칭 백과 :기질 파악부터 말공부, 사회성, 감정코칭까지",문학,기술과학,True,False,0.3,0.737,0.221,0
9791130646381,9791192953151,이처럼 사소한 것들 :클레어 키건 소설,세상은 이야기로 만들어졌다 :신화·거짓말·유토피아,문학,총류,True,False,0.5,0.426,0.2128,1
9791130646381,9791193506202,이처럼 사소한 것들 :클레어 키건 소설,아이는 무엇으로 자라는가 :세계적 가족 심리학자 버지니아 사티어의 15가지 양육 법칙,문학,기술과학,True,False,0.5,0.426,0.2128,1
9788901276533,9791130646381,나는 메트로폴리탄 미술관의 경비원입니다 :가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기,이처럼 사소한 것들 :클레어 키건 소설,문학,문학,False,False,0.5,0.426,0.2128,0
9791188331796,9791192389325,돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,사회과학,사회과학,False,False,0.6,0.351,0.2108,1
9791167740984,9791192389325,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,철학,사회과학,True,True,1.0,0.21,0.2105,1
9788965965046,9791167740984,도파민네이션 :쾌락 과잉 시대에서 균형 찾기,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",철학,철학,False,False,1.0,0.21,0.2105,2
9788901260716,9791189686826,역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집,나는 어떻게 삶의 해답을 찾는가 :고명환의 독서 내공,사회과학,총류,True,False,0.5,0.405,0.2024,1
9788936434120,9791198243430,소년이 온다 :한강 장편소설,(5천년 역사가 단숨에 이해되는) 최소한의 한국사,문학,역사,True,False,0.5,0.405,0.2024,0
9788901260716,9791190382502,역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집,"모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학",사회과학,예술,True,False,0.5,0.405,0.2024,0
9788954681179,9788998441012,밝은 밤 :최은영 장편소설,모순 :양귀자 장편소설,문학,문학,False,False,0.4,0.502,0.2007,0
9788949123493,9791165341909,순례 주택 :유은실 소설,달러구트 꿈 백화점 :주문하신 꿈은 매진입니다,문학,문학,False,False,0.3,0.668,0.2004,0
9791193506202,9791198682505,아이는 무엇으로 자라는가 :세계적 가족 심리학자 버지니아 사티어의 15가지 양육 법칙,나를 소모하지 않는 현명한 태도에 관하여,기술과학,철학,True,False,0.3,0.668,0.2004,1
9791130697529,9791189686826,거인의 노트 :인생에서 무엇을 보고 어떻게 기록할 것인가,나는 어떻게 삶의 해답을 찾는가 :고명환의 독서 내공,사회과학,총류,True,False,0.2,1.0,0.2,0
9788947547260,9791167550712,세금 내는 아이들,"왜 유명한 거야, 이 그림?",사회과학,예술,True,False,0.2,1.0,0.2,0
9788954697941,9791192953151,두 사람의 인터내셔널 :김기태 소설,세상은 이야기로 만들어졌다 :신화·거짓말·유토피아,문학,총류,True,False,0.2,1.0,0.2,1
9791187330295,9791198553317,완전 배출 :채소·과일·무첨가 주스는 어떻게 비만과 질병을 몰아내는가,내 몸 혁명 :뱃살과 질병 없이 살려면 숫자보다 몸을 바꿔라,기술과학,기술과학,False,False,0.2,1.0,0.2,0
9788954682152,9791130689890,작별하지 않는다 :한강 장편소설,내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong,문학,종교,True,False,0.7,0.282,0.1976,0
9788936434120,9791192300818,소년이 온다 :한강 장편소설,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,문학,철학,True,False,0.6,0.321,0.1928,1
9791191859836,9791192300818,나는 읽고 쓰고 버린다 :손웅정의 말,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,예술,철학,True,False,0.6,0.321,0.1928,1
9791192300818,9791193080146,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,느리게 나이 드는 습관 :노년내과 의사가 알려주는 감속노화 실천법,철학,기술과학,True,False,0.6,0.321,0.1928,1
9788965965046,9791168473690,도파민네이션 :쾌락 과잉 시대에서 균형 찾기,세이노의 가르침 :피보다 진하게 살아라,철학,사회과학,True,False,0.8,0.239,0.1909,1
9791168473690,9791198013026,세이노의 가르침 :피보다 진하게 살아라,(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,사회과학,사회과학,False,False,0.8,0.239,0.1909,1
9791168473690,9791198682505,세이노의 가르침 :피보다 진하게 살아라,나를 소모하지 않는 현명한 태도에 관하여,사회과학,철학,True,False,0.8,0.239,0.1909,1
9791168473690,9791169850445,세이노의 가르침 :피보다 진하게 살아라,남에게 보여주려고 인생을 낭비하지 마라 :쇼펜하우어 소품집,사회과학,철학,True,False,0.8,0.239,0.1909,1
9791130648385,9791168473690,인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학,세이노의 가르침 :피보다 진하게 살아라,예술,사회과학,True,False,0.8,0.239,0.1909,1
9791168473690,9791191056372,세이노의 가르침 :피보다 진하게 살아라,돈의 심리학 :당신은 왜 부자가 되지 못했는가,사회과학,사회과학,False,False,0.8,0.239,0.1909,1
9791167740984,9791192300818,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,철학,철학,False,True,0.9,0.21,0.1894,1
9791167740984,9791170610359,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",시대예보 :핵개인의 시대 =Forecast of the times : era of nuclear individuals,철학,사회과학,True,False,0.9,0.21,0.1894,2
9791140702589,9791167740984,당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",기술과학,철학,True,False,0.9,0.21,0.1894,1
9788936438838,9791192836188,아버지의 해방일지 :정지아 장편소설,문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가?,문학,자연과학,True,False,1.0,0.185,0.1852,1
9788936438838,9791189327156,아버지의 해방일지 :정지아 장편소설,"물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",문학,자연과학,True,False,1.0,0.185,0.1852,1
9788936438838,9791190538510,아버지의 해방일지 :정지아 장편소설,만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42,문학,철학,True,False,1.0,0.185,0.1852,1
9788936438838,9791130689890,아버지의 해방일지 :정지아 장편소설,내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong,문학,종교,True,False,1.0,0.185,0.1852,1
9791168411685,9791186494431,흔한남매,세상에서 제일 재밌는 종이접기 :색종이 한 장이면 장난감 뚝딱!,문학,예술,True,False,0.4,0.448,0.1794,1
9791191891287,9791198173898,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,비가 오면 열리는 상점 =유영광 장편소설 /The rainbow goblin store,문학,문학,False,False,0.4,0.448,0.1794,2
9791191891287,9791198013026,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,문학,사회과학,True,False,0.4,0.448,0.1794,1
9791168411685,9791189938352,흔한남매,(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험,문학,기술과학,True,False,0.4,0.448,0.1794,1
9791191891287,9791198752406,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,나는 다정한 관찰자가 되기로 했다 :불안에 휘둘리지 않는 단단한 태도에 관하여,문학,기술과학,True,False,0.4,0.448,0.1794,1
9791170610359,9791192389325,시대예보 :핵개인의 시대 =Forecast of the times : era of nuclear individuals,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,사회과학,사회과학,False,False,0.5,0.351,0.1756,0
9791162540640,9791192389325,아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,철학,사회과학,True,True,0.5,0.351,0.1756,1
9791191859836,9791192389325,나는 읽고 쓰고 버린다 :손웅정의 말,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,예술,사회과학,True,False,0.5,0.351,0.1756,1
9791169850445,9791192389325,남에게 보여주려고 인생을 낭비하지 마라 :쇼펜하우어 소품집,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,철학,사회과학,True,False,0.5,0.351,0.1756,1
9788965965046,9791191056372,도파민네이션 :쾌락 과잉 시대에서 균형 찾기,돈의 심리학 :당신은 왜 부자가 되지 못했는가,철학,사회과학,True,False,0.3,0.571,0.1712,0
9791130646381,9791198517425,이처럼 사소한 것들 :클레어 키건 소설,불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기,문학,사회과학,True,False,0.4,0.426,0.1702,1
9788965965046,9788997575169,도파민네이션 :쾌락 과잉 시대에서 균형 찾기,원씽 :복잡한 세상을 이기는 단순함의 힘,철학,사회과학,True,False,0.4,0.426,0.1702,0
9788954695053,9791130646381,아주 희미한 빛으로도 :최은영 소설,이처럼 사소한 것들 :클레어 키건 소설,문학,문학,False,False,0.4,0.426,0.1702,0
9788997575169,9791191056372,원씽 :복잡한 세상을 이기는 단순함의 힘,돈의 심리학 :당신은 왜 부자가 되지 못했는가,사회과학,사회과학,False,False,0.4,0.426,0.1702,0
9788954616515,9788954682152,희랍어 시간 :한강 장편소설,작별하지 않는다 :한강 장편소설,문학,문학,False,False,0.6,0.282,0.1694,1
9788954682152,9791193128428,작별하지 않는다 :한강 장편소설,"(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사",문학,역사,True,False,0.6,0.282,0.1694,1
9791167740984,9791189327156,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법","물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",철학,자연과학,True,False,0.8,0.21,0.1684,0
9791167740984,9791193506202,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",아이는 무엇으로 자라는가 :세계적 가족 심리학자 버지니아 사티어의 15가지 양육 법칙,철학,기술과학,True,False,0.8,0.21,0.1684,1
9791167740984,9791198517425,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기,철학,사회과학,True,False,0.8,0.21,0.1684,2
9791167740984,9791191859836,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",나는 읽고 쓰고 버린다 :손웅정의 말,철학,예술,True,False,0.8,0.21,0.1684,1
9791167740984,9791192625553,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 :쇼펜하우어 아포리즘,철학,철학,False,False,0.8,0.21,0.1684,1
9791168473690,9791192300245,세이노의 가르침 :피보다 진하게 살아라,마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche,사회과학,철학,True,False,0.7,0.239,0.1671,1
9791168473690,9791198517425,세이노의 가르침 :피보다 진하게 살아라,불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기,사회과학,사회과학,False,False,0.7,0.239,0.1671,2
9791165341909,9791191043754,달러구트 꿈 백화점 :주문하신 꿈은 매진입니다,세상의 마지막 기차역,문학,문학,False,False,0.2,0.834,0.1668,1
9791193506202,9791198682550,아이는 무엇으로 자라는가 :세계적 가족 심리학자 버지니아 사티어의 15가지 양육 법칙,너에게 들려주는 단단한 말,기술과학,철학,True,False,0.2,0.834,0.1668,1
9791189686826,9791191859836,나는 어떻게 삶의 해답을 찾는가 :고명환의 독서 내공,나는 읽고 쓰고 버린다 :손웅정의 말,총류,예술,True,False,0.2,0.834,0.1668,0
9788936438838,9791167740984,아버지의 해방일지 :정지아 장편소설,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",문학,철학,True,False,0.9,0.185,0.1667,1
9788936438838,9791191859836,아버지의 해방일지 :정지아 장편소설,나는 읽고 쓰고 버린다 :손웅정의 말,문학,예술,True,False,0.9,0.185,0.1667,1
9788936438838,9791130646381,아버지의 해방일지 :정지아 장편소설,이처럼 사소한 것들 :클레어 키건 소설,문학,문학,False,False,0.9,0.185,0.1667,1
9788936434120,9788954616515,소년이 온다 :한강 장편소설,희랍어 시간 :한강 장편소설,문학,문학,False,False,0.4,0.405,0.1619,1
9788936434120,9791192836188,소년이 온다 :한강 장편소설,문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가?,문학,자연과학,True,False,0.4,0.405,0.1619,0
9788936434120,9791190313186,소년이 온다 :한강 장편소설,지적 대화를 위한 넓고 얕은 지식 :한 권으로 현실 세계를 통달하는 지식 여행서,문학,총류,True,False,0.4,0.405,0.1619,0
9791192300818,9791192389325,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,철학,사회과학,True,False,0.5,0.321,0.1606,1
9791192300818,9791198517425,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기,철학,사회과학,True,False,0.5,0.321,0.1606,1
9791161571188,9791192300818,불편한 편의점 :김호연 장편소설,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,문학,철학,True,False,1.0,0.155,0.1552,1
9791161571188,9791198013026,불편한 편의점 :김호연 장편소설,(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,문학,사회과학,True,False,1.0,0.155,0.1552,1
9788998441012,9791130689890,모순 :양귀자 장편소설,내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong,문학,종교,True,False,0.3,0.502,0.1506,0
9788968331862,9791189327156,방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술,"물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",예술,자연과학,True,False,0.3,0.502,0.1506,0
9791189327156,9791192953151,"물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",세상은 이야기로 만들어졌다 :신화·거짓말·유토피아,자연과학,총류,True,False,0.3,0.502,0.1506,0
9788936438838,9791192300245,아버지의 해방일지 :정지아 장편소설,마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche,문학,철학,True,False,0.8,0.185,0.1482,1
9788936438838,9788968331862,아버지의 해방일지 :정지아 장편소설,방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술,문학,예술,True,False,0.8,0.185,0.1482,1
9788936438838,9791198243430,아버지의 해방일지 :정지아 장편소설,(5천년 역사가 단숨에 이해되는) 최소한의 한국사,문학,역사,True,False,0.8,0.185,0.1482,1
9788936438838,9791193128428,아버지의 해방일지 :정지아 장편소설,"(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사",문학,역사,True,False,0.8,0.185,0.1482,1
9791167740984,9791193080146,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",느리게 나이 드는 습관 :노년내과 의사가 알려주는 감속노화 실천법,철학,기술과학,True,False,0.7,0.21,0.1473,1
9791130646381,9791167740984,이처럼 사소한 것들 :클레어 키건 소설,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",문학,철학,True,False,0.7,0.21,0.1473,1
9791167740984,9791198682505,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",나를 소모하지 않는 현명한 태도에 관하여,철학,철학,False,False,0.7,0.21,0.1473,1
9791168473690,9791192625553,세이노의 가르침 :피보다 진하게 살아라,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 :쇼펜하우어 아포리즘,사회과학,철학,True,False,0.6,0.239,0.1432,0
9791158510619,9791168473690,타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략,세이노의 가르침 :피보다 진하게 살아라,사회과학,사회과학,False,False,0.6,0.239,0.1432,1
9788954682152,9788968331862,작별하지 않는다 :한강 장편소설,방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술,문학,예술,True,False,0.5,0.282,0.1412,0
9788954682152,9791192300818,작별하지 않는다 :한강 장편소설,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,문학,철학,True,False,0.5,0.282,0.1412,0
9788954651134,9788954682152,흰 :한강 소설,작별하지 않는다 :한강 장편소설,문학,문학,False,False,0.5,0.282,0.1412,1
9788954682152,9791189327156,작별하지 않는다 :한강 장편소설,"물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",문학,자연과학,True,False,0.5,0.282,0.1412,0
9791192389325,9791198682505,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,나를 소모하지 않는 현명한 태도에 관하여,사회과학,철학,True,False,0.4,0.351,0.1405,1
9791161571188,9791198243430,불편한 편의점 :김호연 장편소설,(5천년 역사가 단숨에 이해되는) 최소한의 한국사,문학,역사,True,False,0.9,0.155,0.1397,1
9791161571188,9791192300245,불편한 편의점 :김호연 장편소설,마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche,문학,철학,True,False,0.9,0.155,0.1397,1
9788968331862,9791161571188,방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술,불편한 편의점 :김호연 장편소설,예술,문학,True,False,0.9,0.155,0.1397,0
9791161571188,9791190538510,불편한 편의점 :김호연 장편소설,만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42,문학,철학,True,False,0.9,0.155,0.1397,1
9791161571188,9791198752406,불편한 편의점 :김호연 장편소설,나는 다정한 관찰자가 되기로 했다 :불안에 휘둘리지 않는 단단한 태도에 관하여,문학,기술과학,True,False,0.9,0.155,0.1397,1
9788936434120,9791161571188,소년이 온다 :한강 장편소설,불편한 편의점 :김호연 장편소설,문학,문학,False,True,0.9,0.155,0.1397,0
9791161571188,9791193128428,불편한 편의점 :김호연 장편소설,"(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사",문학,역사,True,False,0.9,0.155,0.1397,1
9791161571188,9791168473690,불편한 편의점 :김호연 장편소설,세이노의 가르침 :피보다 진하게 살아라,문학,사회과학,True,False,0.9,0.155,0.1397,1
9791161571188,9791190382502,불편한 편의점 :김호연 장편소설,"모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학",문학,예술,True,False,0.9,0.155,0.1397,1
9791168411685,9791169254069,흔한남매,팩토피아 :꼬리에 꼬리를 무는 400가지 사실들,문학,총류,True,False,0.3,0.448,0.1345,1
9788936447014,9791168411685,아홉 살 마음 사전,흔한남매,철학,문학,True,False,0.3,0.448,0.1345,1
9791191891287,9791193128428,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,"(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사",문학,역사,True,False,0.3,0.448,0.1345,0
